"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN4829500000000","48","295","Lipscomb County, TX","2019","1650","1607","43","2.6"
"CN4829700000000","48","297","Live Oak County, TX","2019","5564","5392","172","3.1"
"CN4829900000000","48","299","Llano County, TX","2019","8679","8380","299","3.4"
"CN4830100000000","48","301","Loving County, TX","2019","542","538","4","0.7"
"CN4830300000000","48","303","Lubbock County, TX","2019","158134","153680","4454","2.8"
"CN4830500000000","48","305","Lynn County, TX","2019","2775","2693","82","3"
"CN4830700000000","48","307","McCulloch County, TX","2019","3488","3307","181","5.2"
"CN4830900000000","48","309","McLennan County, TX","2019","119629","115668","3961","3.3"
"CN4831100000000","48","311","McMullen County, TX","2019","821","808","13","1.6"
"CN4831300000000","48","313","Madison County, TX","2019","4555","4361","194","4.3"
"CN4831500000000","48","315","Marion County, TX","2019","4239","4058","181","4.3"
"CN4831700000000","48","317","Martin County, TX","2019","2889","2814","75","2.6"
"CN4831900000000","48","319","Mason County, TX","2019","1772","1715","57","3.2"
"CN4832100000000","48","321","Matagorda County, TX","2019","16712","15766","946","5.7"
"CN4832300000000","48","323","Maverick County, TX","2019","23803","22013","1790","7.5"
"CN4832500000000","48","325","Medina County, TX","2019","21828","21142","686","3.1"
"CN4832700000000","48","327","Menard County, TX","2019","862","832","30","3.5"
"CN4832900000000","48","329","Midland County, TX","2019","107495","105290","2205","2.1"
"CN4833100000000","48","331","Milam County, TX","2019","9788","9301","487","5"
"CN4833300000000","48","333","Mills County, TX","2019","1904","1842","62","3.3"
"CN4833500000000","48","335","Mitchell County, TX","2019","2325","2243","82","3.5"
"CN4833700000000","48","337","Montague County, TX","2019","9323","9058","265","2.8"
"CN4833900000000","48","339","Montgomery County, TX","2019","284078","274419","9659","3.4"
"CN4834100000000","48","341","Moore County, TX","2019","10915","10660","255","2.3"
"CN4834300000000","48","343","Morris County, TX","2019","4808","4552","256","5.3"
"CN4834500000000","48","345","Motley County, TX","2019","483","466","17","3.5"
"CN4834700000000","48","347","Nacogdoches County, TX","2019","28210","27153","1057","3.7"
"CN4834900000000","48","349","Navarro County, TX","2019","24061","23283","778","3.2"
"CN4835100000000","48","351","Newton County, TX","2019","5182","4858","324","6.3"
"CN4835300000000","48","353","Nolan County, TX","2019","7066","6860","206","2.9"
"CN4835500000000","48","355","Nueces County, TX","2019","167411","160536","6875","4.1"
"CN4835700000000","48","357","Ochiltree County, TX","2019","4330","4213","117","2.7"
"CN4835900000000","48","359","Oldham County, TX","2019","916","890","26","2.8"
"CN4836100000000","48","361","Orange County, TX","2019","36395","34518","1877","5.2"
"CN4836300000000","48","363","Palo Pinto County, TX","2019","13602","13175","427","3.1"
"CN4836500000000","48","365","Panola County, TX","2019","10208","9799","409","4"
"CN4836700000000","48","367","Parker County, TX","2019","67332","65373","1959","2.9"
"CN4836900000000","48","369","Parmer County, TX","2019","4897","4787","110","2.2"
